id,Created date (UTC),Amount,Amount Refunded,Currency,Captured,Converted Amount,Converted Amount Refunded,Converted Currency,Decline Reason,Description,Fee,Refunded date (UTC),Statement Descriptor,Status,Seller Message,Taxes On Fee,Card ID,Customer ID,Customer Description,Customer Email,Invoice ID,Transfer,deviceName (metadata),locationId (metadata),deviceId (metadata),appBundleId (metadata),appVersion (metadata),appBuildNumber (metadata),osVersion (metadata),paymentRecordedBy (metadata),os (metadata),invoiceId (metadata),invoiceNumber (metadata)
ch_3RC3FaADru8LAtyC1DG0b0Ht,2025-04-09 18:21:31,5.00,0.00,usd,true,5.00,0.00,usd,,Payment for invoice 000138,0.19,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RC3FfADru8LAtyCxl6bsjJn,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RC9ZFADru8LAtyChynCLnWo,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f6baa52c6c0a8c952c9c6e,000138
ch_3RC2uXADru8LAtyC0lSrMxbL,2025-04-09 17:59:49,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000137,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RC2ufADru8LAtyC5hDvOOCA,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RC9ZFADru8LAtyChynCLnWo,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f6b58c68533005221f47d3,000137
ch_3RC2rBADru8LAtyC1n8CTCo4,2025-04-09 17:56:17,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000136,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RC2rFADru8LAtyCr6XFufVZ,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RC9ZFADru8LAtyChynCLnWo,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f6b4bcd7aa371054e5605a,000136
ch_3RC2kqADru8LAtyC02L9OMka,2025-04-09 17:49:45,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000135,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RC2kuADru8LAtyCV6GcfxXu,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RC9ZFADru8LAtyChynCLnWo,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f6b3345f7c2cb5fe435d6b,000135
ch_3RC2jyADru8LAtyC1PVZSH9p,2025-04-09 17:48:51,3.00,0.00,usd,true,3.00,0.00,usd,,Payment for invoice 000134,0.13,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RC2k2ADru8LAtyC408yUsja,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RC9ZFADru8LAtyChynCLnWo,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f6b2fd68533031331f472c,000134
ch_3RByQkADru8LAtyC0CDyhOP7,2025-04-09 13:12:44,8.00,0.00,usd,true,8.00,0.00,usd,,Payment for invoice 000131,0.27,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RByQqADru8LAtyCltiKCmCQ,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RC9ZFADru8LAtyChynCLnWo,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f67245685330f3111f2701,000131
ch_3RBh9eADru8LAtyC1QGJKb8d,2025-04-08 18:45:54,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000130,0.08,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RBh9iADru8LAtyCwqY9eJK7,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RBn0KADru8LAtyCl4fC71OP,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f56eddc197b25ba02596e0,000130
ch_3RBh8jADru8LAtyC02KckEYJ,2025-04-08 18:44:58,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000129,0.08,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RBh8oADru8LAtyCfnLrpmEO,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RBn0KADru8LAtyCl4fC71OP,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f56ea40b0869eceef28483,000129
ch_3RBh3nADru8LAtyC0MBoewOi,2025-04-08 18:39:53,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000128,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RBh3tADru8LAtyC19lku9Xf,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RBn0KADru8LAtyCl4fC71OP,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f56d720b0869be99f281c3,000128
ch_3RBh2yADru8LAtyC0Qs0tipc,2025-04-08 18:39:00,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000127,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RBh32ADru8LAtyCIZxvnRRd,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RBn0KADru8LAtyCl4fC71OP,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f56ce9cbd1ff3c7599bf7b,000127
ch_3RBgzKADru8LAtyC0JkxRyfT,2025-04-08 18:35:15,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000126,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RBgzPADru8LAtyCeZ9Y6IIo,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RBn0KADru8LAtyCl4fC71OP,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f56c5dc197b24f37258fd0,000126
ch_3RBgwAADru8LAtyC0aX7isef,2025-04-08 18:31:59,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000125,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RBgwFADru8LAtyCrw8t8UCK,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RBn0KADru8LAtyCl4fC71OP,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f56b99128553dc662b92c6,000125
ch_3RBgmfADru8LAtyC0IfATu04,2025-04-08 18:22:10,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000124,0.10,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RBgmkADru8LAtyCdAlmX2Yj,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RBn0KADru8LAtyCl4fC71OP,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f5694dc197b2f9d62583d3,000124
ch_3RBgl9ADru8LAtyC1sOPSNcB,2025-04-08 18:20:51,8.00,0.00,usd,true,8.00,0.00,usd,,Payment for invoice 000123,0.27,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RBglTADru8LAtyCoube109H,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RBn0KADru8LAtyCl4fC71OP,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f568ee0b08693077f27043,000123
ch_3RBgSVADru8LAtyC1HglbW80,2025-04-08 18:01:19,5.00,0.00,usd,true,5.00,0.00,usd,,Payment for invoice 000122,0.19,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RBgSZADru8LAtyCOviY1Iuk,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RBn0KADru8LAtyCl4fC71OP,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f5646ac197b237622573b5,000122
ch_3RBgPsADru8LAtyC1MwI3s01,2025-04-08 17:58:37,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000121,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RBgPwADru8LAtyCqbbjxz5X,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RBn0KADru8LAtyCl4fC71OP,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.5,725,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f563b30b0869e61bf26008,000121
ch_3RBJ2mADru8LAtyC0DGy76ug,2025-04-07 17:01:14,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000120,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RBJ2sADru8LAtyC1wmDkaNw,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RBQbqADru8LAtyCwqi7SDvX,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.2,722,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f404d392e7bd77df8425aa,000120
ch_3RAEuXADru8LAtyC1BbYX3pG,2025-04-04 18:24:17,5.00,0.00,usd,true,5.00,0.00,usd,,Payment for invoice 000117,0.19,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RAEubADru8LAtyCPaTbghuB,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RB48kADru8LAtyCUZepUkjL,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.95.2,722,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67f023a779c768bc0174cb00,000117
ch_3RAE2RADru8LAtyC0WorK9y2,2025-04-04 17:28:59,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000116,0.08,,SPARTY BOX,Paid,Payment complete.,0.00,card_1RAE35ADru8LAtyCcz24sCzO,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RB48kADru8LAtyCUZepUkjL,iPhone,DBM3y5pTClpRimE1VAVS,53d4698b-e5a4-4a33-bf79-97227b285be1,com.gohighlevel.reviews,3.94.0,718,18.3.1,KWgHgCxOyE8pjWo2Wk76,ios,67f016b2959c9886487d20b6,000116
ch_3R9sqoADru8LAtyC0QofnXzL,2025-04-03 18:51:03,8.00,0.00,usd,true,8.00,0.00,usd,,Payment for invoice 000111,0.27,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9sqxADru8LAtyCg2vuVcGb,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67eed87a7fdde5037646b744,000111
ch_3R9soMADru8LAtyC15ruu5zF,2025-04-03 18:48:27,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000110,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9soQADru8LAtyCjiMrXRQL,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67eed7f410c8504abce382e3,000110
ch_3R9skyADru8LAtyC0ArFWPTt,2025-04-03 18:44:58,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000109,0.08,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9sl4ADru8LAtyCYH2qT2R8,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67eed72310c850ef9de382be,000109
ch_3R9siCADru8LAtyC1CLfLVdS,2025-04-03 18:42:06,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000108,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9siIADru8LAtyCYMQOVfOf,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67eed67710c8502207e38296,000108
ch_3R9scSADru8LAtyC00t3tDrg,2025-04-03 18:36:08,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000107,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9scWADru8LAtyC8xSUTilB,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67eed5131d44636f16d21455,000107
ch_3R9sZBADru8LAtyC0uB5cw5x,2025-04-03 18:32:48,8.00,0.00,usd,true,8.00,0.00,usd,,Payment for invoice 000106,0.27,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9sZIADru8LAtyCyztOY5sh,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67eed44810c8503b06e381b6,000106
ch_3R9rtDADru8LAtyC0HJ5BWji,2025-04-03 17:49:40,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000104,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9rtYADru8LAtyCPJThOGn9,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,53d4698b-e5a4-4a33-bf79-97227b285be1,com.gohighlevel.reviews,3.94.0,718,18.3.1,KWgHgCxOyE8pjWo2Wk76,ios,67eeca1e7fdde575c946b3bb,000104
ch_3R9rNqADru8LAtyC1uDZxodR,2025-04-03 17:17:08,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000102,0.10,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9rO4ADru8LAtyCXsGnr5RH,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67eec284bfa0b9a9e294e1b6,000102
ch_3R9rEgADru8LAtyC17FG05l1,2025-04-03 17:07:31,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000100,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9rElADru8LAtyCmaiSwj99,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67eec04b10c8504c49e37c0b,000100
ch_3R9qudADru8LAtyC1VOlipQn,2025-04-03 16:46:50,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000099,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9qukADru8LAtyCWjrS1Hpz,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67eebb731d44630591d20d10,000099
ch_3R9qsdADru8LAtyC0dux5nkw,2025-04-03 16:44:47,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000097,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9qslADru8LAtyClazgXy2t,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67eebaf67fdde5432446af7a,000097
ch_3R9o7iADru8LAtyC0WIhLVdK,2025-04-03 13:48:11,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000096,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9o7rADru8LAtyCUaEPsbfh,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67ee91917fdde5c0da46a301,000096
ch_3R9nPbADru8LAtyC1yh3TYoJ,2025-04-03 13:02:32,5.00,0.00,usd,true,5.00,0.00,usd,,Payment for invoice 000095,0.19,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9nPgADru8LAtyCLAOkIqIn,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1RAhnJADru8LAtyC1imUyUwS,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67ee86e21d44638348d1fda6,000095
ch_3R9VLcADru8LAtyC0VETwoYI,2025-04-02 17:45:17,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000092,0.08,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9VLlADru8LAtyCyuISIGMD,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1R9cCMADru8LAtyCrCF6QrOR,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67ed77a31d4463c6a3d158be,000092
ch_3R9V76ADru8LAtyC0V6Vc9Ps,2025-04-02 17:30:22,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000091,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R9V7KADru8LAtyCqDP7qhkl,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1R9cCMADru8LAtyCrCF6QrOR,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67ed741d7fdde571aa45f84f,000091
ch_3R99SYADru8LAtyC0XnVVZVc,2025-04-01 18:23:25,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000088,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R99T6ADru8LAtyC2R7qx9qt,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1R9G0UADru8LAtyCNYfr8G50,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67ec2efaf3d1d12dc1e24f0d,000088
ch_3R98aCADru8LAtyC1M7Bbn9n,2025-04-01 17:26:59,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000086,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R98aVADru8LAtyCi5BWNRtY,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1R9G0UADru8LAtyCNYfr8G50,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67ec21cfc9b091829935569f,000086
ch_3R7hTtADru8LAtyC0XttlhPn,2025-03-28 18:18:18,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000083,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R7hTyADru8LAtyC8mwhaqay,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1R8WseADru8LAtyCTfQQdC2Y,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67e6e7e4e253bf59a0c0f3d7,000083
ch_3R7hSaADru8LAtyC1Qz9wvbn,2025-03-28 18:17:43,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000082,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R7hTPADru8LAtyCnkrRjEPm,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1R8WseADru8LAtyCTfQQdC2Y,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67e6e793db3207549847693c,000082
ch_3R7hN2ADru8LAtyC05Cy825I,2025-03-28 18:11:13,12.00,0.00,usd,true,12.00,0.00,usd,,Payment for invoice 000080,0.37,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R7hN7ADru8LAtyC3bUIXrLC,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1R8WseADru8LAtyCTfQQdC2Y,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67e6e63b454e204858d58f76,000080
ch_3R7hMTADru8LAtyC0m1lmTvg,2025-03-28 18:10:37,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000079,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R7hMXADru8LAtyCnpucgeLa,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1R8WseADru8LAtyCTfQQdC2Y,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67e6e618e253bf5876c0f320,000079
ch_3R7gvKADru8LAtyC03VHxgGE,2025-03-28 17:42:35,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000074,0.08,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R7gvPADru8LAtyCEabnbNq4,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1R8WseADru8LAtyCTfQQdC2Y,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67e6df83454e20e50dd58cfd,000074
ch_3R7gSaADru8LAtyC0LYKlIe3,2025-03-28 17:12:53,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000064,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R7gSeADru8LAtyCpwj6mANe,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1R8WseADru8LAtyCTfQQdC2Y,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67e6d88fe253bf6384c0edb4,000064
ch_3R7gRtADru8LAtyC1RMI16Hc,2025-03-28 17:12:11,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000063,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R7gRzADru8LAtyClve0hRK3,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1R8WseADru8LAtyCTfQQdC2Y,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67e6d864454e206c2fd58a09,000063
ch_3R7eRiADru8LAtyC153hTnXk,2025-03-28 15:03:51,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000059,0.16,,SPARTY BOX,Paid,Payment complete.,0.00,card_1R7eRnADru8LAtyCVEPPSlJH,cus_RQHIjsDcqZCJK7,,auto.generated@pos.payment,,po_1R8WseADru8LAtyCTfQQdC2Y,iPhone,DBM3y5pTClpRimE1VAVS,b886c4d6-3dc4-4057-8f18-05c89276deb6,com.gohighlevel.reviews,3.94.0,718,18.3.2,eu3zPHKVX8g7tkaNLpmZ,ios,67e6ba50db320784a1475510,000059
