id,Created date (UTC),Amount,Amount Refunded,Currency,Captured,Converted Amount,Converted Amount Refunded,Converted Currency,Decline Reason,Description,Fee,Refunded date (UTC),Statement Descriptor,Status,Seller Message,Taxes On Fee,Card ID,Customer ID,Customer Description,Customer Email,Invoice ID,Transfer,deviceId (metadata),invoiceId (metadata),deviceName (metadata),invoiceNumber (metadata),appBundleId (metadata),locationId (metadata),osVersion (metadata),os (metadata),paymentRecordedBy (metadata),appVersion (metadata),appBuildNumber (metadata)
ch_3RQpCbB4WEOTAzAb1DwjFsrD,2025-05-20 12:23:29,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000065,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQpCfB4WEOTAzAbl67IcBkO,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RR1I8B4WEOTAzAbKMGjhiQR,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682c743c89f3ab0970835288,iPhone,000065,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RQpADB4WEOTAzAb16bWfSmv,2025-05-20 12:21:00,5.50,0.00,usd,true,5.50,0.00,usd,,Payment for invoice 000063,0.20,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQpAGB4WEOTAzAbrO53sWGU,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RR1I8B4WEOTAzAbKMGjhiQR,e5570618-747c-4dfc-9172-c70ca4f1be31,682c73a8d9bb003f8be14273,iPhone,000063,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,0jBYAupYsfpsgWnB2ev4,3.97.3,740
ch_3RQp9YB4WEOTAzAb0HxaIYJ0,2025-05-20 12:20:28,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000062,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQp9kB4WEOTAzAbWGXkvMpu,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RR1I8B4WEOTAzAbKMGjhiQR,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682c737f89f3ab30798351e5,iPhone,000062,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RQp8HB4WEOTAzAb0PihykbZ,2025-05-20 12:19:31,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000060,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQp8pB4WEOTAzAbbEc5lkvs,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RR1I8B4WEOTAzAbKMGjhiQR,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682c733089f3ab5c6783517c,iPhone,000060,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RQp7QB4WEOTAzAb1jreF9pX,2025-05-20 12:18:08,0.50,0.00,usd,true,0.50,0.00,usd,,Payment for invoice 000059,0.06,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQp7UB4WEOTAzAbsMVKNb0C,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RR1I8B4WEOTAzAbKMGjhiQR,e5570618-747c-4dfc-9172-c70ca4f1be31,682c72fbd9bb006ed5e141b3,iPhone,000059,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,0jBYAupYsfpsgWnB2ev4,3.97.3,740
ch_3RQp6GB4WEOTAzAb1pEaxBqH,2025-05-20 12:16:56,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000057,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQp6JB4WEOTAzAbNm1zPtsq,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RR1I8B4WEOTAzAbKMGjhiQR,e5570618-747c-4dfc-9172-c70ca4f1be31,682c72b3d9bb0066f2e14159,iPhone,000057,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,0jBYAupYsfpsgWnB2ev4,3.97.3,740
ch_3RQp4bB4WEOTAzAb0r8vxfLo,2025-05-20 12:15:18,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000055,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQp4kB4WEOTAzAbYyefB6kN,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RR1I8B4WEOTAzAbKMGjhiQR,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682c724cd9bb001ffee140f6,iPhone,000055,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RQa3iB4WEOTAzAb1Lez3yQk,2025-05-19 20:13:24,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000054,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQa3sB4WEOTAzAbe2kXsfuH,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682b90d9d9bb002bd5e0f34e,iPhone,000054,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQYeaB4WEOTAzAb1840Fiob,2025-05-19 18:43:15,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000053,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQYedB4WEOTAzAb1glpe1IS,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682b7bbe8dabb44cda60b94a,iPhone,000053,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQYdpB4WEOTAzAb0NN8qwPq,2025-05-19 18:42:28,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000052,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQYdsB4WEOTAzAbp9SQ7PQO,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682b7b90588ea93effef1455,iPhone,000052,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQYdNB4WEOTAzAb12yLjusJ,2025-05-19 18:42:01,3.00,0.00,usd,true,3.00,0.00,usd,,Payment for invoice 000051,0.13,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQYdQB4WEOTAzAb3P6ZPfVi,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682b7b74ad906c6b2e867370,iPhone,000051,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQYcTB4WEOTAzAb1yzU7T8B,2025-05-19 18:41:06,3.50,0.00,usd,true,3.50,0.00,usd,,Payment for invoice 000049,0.14,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQYcXB4WEOTAzAb2zbODmXE,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682b7b3b8dabb4e88260b8de,iPhone,000049,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQYb8B4WEOTAzAb0ZtAK9w5,2025-05-19 18:39:48,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000048,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQYbIB4WEOTAzAbFYwRe3nV,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682b7ae9ad906cf7b5867307,iPhone,000048,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQYVqB4WEOTAzAb1JToS97Z,2025-05-19 18:34:14,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000047,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQYVuB4WEOTAzAbRilMDImU,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682b79a1588ea92f16ef12da,iPhone,000047,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQYUWB4WEOTAzAb1XElrNYH,2025-05-19 18:33:05,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000046,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQYUnB4WEOTAzAbbRYA3kcX,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682b794fad906c022c867148,iPhone,000046,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQYQfB4WEOTAzAb0cWqaxkD,2025-05-19 18:29:03,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000044,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQYQtB4WEOTAzAbvPPTaabg,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682b785ed9bb00bc90e0e17e,iPhone,000044,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RQSrQB4WEOTAzAb17IF0aQf,2025-05-19 12:32:10,3.00,0.00,usd,true,3.00,0.00,usd,,Payment for invoice 000038,0.13,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQSrWB4WEOTAzAbHzReAHvG,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682b24c38dabb48e0e606da7,iPhone,000038,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RQSqkB4WEOTAzAb0ZB5rOcT,2025-05-19 12:31:34,5.00,0.00,usd,true,5.00,0.00,usd,,Payment for invoice 000037,0.19,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQSqwB4WEOTAzAb47khQ4uN,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,e5570618-747c-4dfc-9172-c70ca4f1be31,682b24998dabb4717d606d6a,iPhone,000037,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,0jBYAupYsfpsgWnB2ev4,3.97.3,740
ch_3RQSoOB4WEOTAzAb0zSl67WE,2025-05-19 12:29:04,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000036,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQSoWB4WEOTAzAbNkNwFQth,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,e5570618-747c-4dfc-9172-c70ca4f1be31,682b2407086bfac59b6a483e,iPhone,000036,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,0jBYAupYsfpsgWnB2ev4,3.97.3,740
ch_3RQSk5B4WEOTAzAb02AwX5gI,2025-05-19 12:24:39,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000034,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQSkFB4WEOTAzAbX0lX61Gc,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,e5570618-747c-4dfc-9172-c70ca4f1be31,682b22fb8dabb4ae13606b55,iPhone,000034,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,0jBYAupYsfpsgWnB2ev4,3.97.3,740
ch_3RQSfTB4WEOTAzAb0iUWV9CU,2025-05-19 12:19:53,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000031,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RQSfdB4WEOTAzAbtwrCEr5Q,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQex3B4WEOTAzAbebrnJjWX,b2e7e247-f4d8-4a4d-aa5f-81cc8e555caa,682b21de8dabb46385606a2e,iPhone,000031,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.4.1,ios,15s37xHOdcoGGr1fvZMd,3.98.1,743
ch_3RP6leB4WEOTAzAb1Wz3Vl2Q,2025-05-15 18:44:34,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000027,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RP6liB4WEOTAzAbTxIOaVXV,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQI9CB4WEOTAzAbKI82bxdY,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682635f991ca59d52bb18300,iPhone,000027,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RP6hkB4WEOTAzAb0FCucvyd,2025-05-15 18:40:33,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000026,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RP6hpB4WEOTAzAb4ITUS5ZO,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQI9CB4WEOTAzAbKI82bxdY,0e40f952-7841-4faf-91b5-5b5d2ad970e1,6826351b96e53436d95f0b55,iPhone,000026,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RP6gyB4WEOTAzAb0FOZznno,2025-05-15 18:39:44,2.00,0.00,usd,true,2.00,0.00,usd,,Payment for invoice 000024,0.10,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RP6h2B4WEOTAzAbeVcM22qb,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQI9CB4WEOTAzAbKI82bxdY,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682634eb96e534bfc15f0ad1,iPhone,000024,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RP6enB4WEOTAzAb1vB0xED5,2025-05-15 18:37:31,1.00,0.00,usd,true,1.00,0.00,usd,,Payment for invoice 000022,0.08,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RP6etB4WEOTAzAbpOuNJX2i,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQI9CB4WEOTAzAbKI82bxdY,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682634636489406c3ad0aca6,iPhone,000022,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RP6eDB4WEOTAzAb19EJjtS1,2025-05-15 18:36:54,1.50,0.00,usd,true,1.50,0.00,usd,,Payment for invoice 000021,0.09,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RP6eIB4WEOTAzAbkcqULweV,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQI9CB4WEOTAzAbKI82bxdY,0e40f952-7841-4faf-91b5-5b5d2ad970e1,6826344096e53437d05f0a53,iPhone,000021,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RP6daB4WEOTAzAb0QhO3kI9,2025-05-15 18:36:13,4.00,0.00,usd,true,4.00,0.00,usd,,Payment for invoice 000019,0.16,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RP6ddB4WEOTAzAbjite3cPp,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQI9CB4WEOTAzAbKI82bxdY,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682634190b35859889d6da12,iPhone,000019,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RP6b6B4WEOTAzAb0J8PyAak,2025-05-15 18:33:42,3.00,0.00,usd,true,3.00,0.00,usd,,Payment for invoice 000015,0.13,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RP6bBB4WEOTAzAbM5BHEg3A,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQI9CB4WEOTAzAbKI82bxdY,0e40f952-7841-4faf-91b5-5b5d2ad970e1,6826337f0b35858438d6d947,iPhone,000015,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3RP6YnB4WEOTAzAb1mV2KqrZ,2025-05-15 18:31:18,3.00,0.00,usd,true,3.00,0.00,usd,,Payment for invoice 000013,0.13,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1RP6YsB4WEOTAzAbzqvj7ADP,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQI9CB4WEOTAzAbKI82bxdY,0e40f952-7841-4faf-91b5-5b5d2ad970e1,682632f06489400242d0ab38,iPhone,000013,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3ROgEvB4WEOTAzAb1NEKAnsF,2025-05-14 14:25:01,6.00,0.00,usd,true,6.00,0.00,usd,,Payment for invoice 000011,0.21,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1ROgEzB4WEOTAzAbci78w6N9,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQI9CB4WEOTAzAbKI82bxdY,0e40f952-7841-4faf-91b5-5b5d2ad970e1,6824a7b80177e2c7fe9619d3,iPhone,000011,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3ROON4B4WEOTAzAb0dJzPZJD,2025-05-13 19:20:21,0.50,0.00,usd,true,0.50,0.00,usd,,Payment for invoice 000010,0.06,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1ROONFB4WEOTAzAbp0wdxBR0,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQI9CB4WEOTAzAbKI82bxdY,0e40f952-7841-4faf-91b5-5b5d2ad970e1,68239b691f7ac975f719e80c,iPhone,000010,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
ch_3ROLJMB4WEOTAzAb1DqW2A9G,2025-05-13 16:04:31,0.50,0.00,usd,true,0.50,0.00,usd,,Payment for invoice 000008,0.06,,ADVANCED TECH CENTER,Paid,Payment complete.,0.00,card_1ROLJiB4WEOTAzAbHxEmiDyD,cus_SIwsiRUiRtZHWs,,auto.generated@pos.payment,,po_1RQI9CB4WEOTAzAbKI82bxdY,0e40f952-7841-4faf-91b5-5b5d2ad970e1,68236d77d9b0d51f140e1a07,iPhone,000008,com.gohighlevel.reviews,Zksj53iga8hYgcS6RbXd,18.5,ios,2HZBJVUfBDHMvaKBevi4,3.98.1,743
